"Student_ID","Gender","birth.year","Country","Diploma","Formation","CSP","How.heard","Exp.crea","Curiosity.MOOC","Certif.self.sat","Rencontres","Certif.work","Incitation","Temps.Dispo","Exp.MOOC","Completion.proba","Instit.brand","motiv.princ","diffic","encad.disp","How.contact","entour","entour.inter","Satisf","Eval.diffic","Estimated.hours","Part.labo","Plat.satisf","Peer.eval.relev","encad.diffic","Country_HDI","Country_HDI.fin","CSP.fin","Temps.dispo.fin"
1057,"un homme","1980","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","1","5","3","1","1","Entre une et deux heures","Oui, dont certains intégralement","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
13937,"une femme","1968","France","Bac+5 (Master ou équivalent)","Droit","Artisans, commerçants, chefs d'entreprise","par un article ou un blog sur Internet","J’ai lancé ma première société il y a plus d'un an","5","1","1","1","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerçants, chefs d'entreprise","Moins de deux heures"
15765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476,"une femme","1992","France","Bac+3 (Licence ou équivalent)","Gestion d'entreprise","Etudiants","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","1","4","4","1","5","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","2. Oui, c’est un paramètre très important","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Très disponibles","discussion et lectures du groupe Facebook","Oui, autre cas de figure (voisins..)","Regardé des vidéos ensemble,Fait les questionnaires/quizz ensemble,S’encourager mutuellement à poursuivre le MOOC","5","Moyen","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","4",NA,"TH","TH","Etudiants","Moins de deux heures"
15556,"un homme","1988","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Etudiants","par une communication de l'EMLYON","J’ai un projet de création d’entreprise (phase de réflexion)","5","3","2","1","4","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5","5. Non, ce n’était pas un critère important","La volonté d’acquérir de nouvelles compétences","Lenteur ou ruptures de la connexion Internet,Difficulté à trouver du temps","Disponibles","rencontres “physiques” (en face-à-face)","Oui des camarades de promotion (dans le cas des étudiants)","Regardé des vidéos ensemble,Entraide pour la réalisation des devoirs du certificat avancé","4","Facile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","1",NA,"TH","TH","Etudiants","Moins de deux heures"
18574,"une femme","1981","France","Bac+3 (Licence ou équivalent)","Géographie\, architecture\, urbanisme et aménagement du territoire","En recherche d'emploi","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","3","5","5","1","3","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Entre deux et quatre heures"
16655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16766,"une femme","1956","France","Bac+2 (prépas)","Mathématiques\, informatique","En recherche d'emploi","par un ami ou une connaissance","J’ai déjà créé plusieurs entreprises","5","3","3","1","4","Entre quatre et six heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Entre quatre et six heures"
13003,"un homme","1981","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","5","5","5","1","4","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","3. Oui, cela a aidé","La qualité du MOOC en général (supports de cours, échanges,...)","Difficulté à trouver du temps","Très disponibles","rencontres “physiques” (en face-à-face)","Oui, autre cas de figure (voisins..)","Regardé des vidéos ensemble,Fait les questionnaires/quizz ensemble,S’encourager mutuellement à poursuivre le MOOC","5","Difficile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","4",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
11095,"un homme","1980","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Artisans, commerçants, chefs d'entreprise","par une communication de l'EMLYON","J’ai déjà créé plusieurs entreprises","3","4","4","5","2","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5","3. Oui, cela a aidé","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Disponibles","rencontres “physiques” (en face-à-face)","Oui, des membres de ma famille","Regardé des vidéos ensemble,Entraide pour la réalisation des devoirs du certificat avancé","5","Moyen","De 30 minutes à 1 heure","Non\, je ne sais pas de quoi il s’agit","Très satisfaisante","5",NA,"TH","TH","Artisans, commerçants, chefs d'entreprise","Entre deux et quatre heures"
14428,"un homme","1945","France","Bac+5 (Master ou équivalent)","Droit","Retraités","par un article ou un blog sur Internet","J’ai un projet de création d’entreprise (phase de réflexion)","3","1","1","1","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Autre","Entre deux et quatre heures"
17598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17601,"un homme","1990","France","Bac+3 (Licence ou équivalent)","Mathématiques\, informatique","Etudiants","par mon milieu universitaire (Professeur, etc)","Je n'ai aucune expérience en création d'entreprise","4","1","1","1","5","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures"
18524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11456,"un homme","1977","France","Bac+8 (Doctorat ou équivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Cadres et professions intellectuelles","par une communication de l'EMLYON","J’ai un projet de création d’entreprise (phase de réflexion),J’ai déjà créé plusieurs entreprises","2","4","2","1","1","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
11555,"une femme","1954","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Artisans, commerçants, chefs d'entreprise","par une communication de l'EMLYON","J’ai déjà créé plusieurs entreprises","5","5","4","1","4","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerçants, chefs d'entreprise","Moins de deux heures"
11759,"un homme","1969","France","Bac+3 (Licence ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par une communication de l'EMLYON","J’ai un projet de création d’entreprise (phase de réflexion)","5","1","1","4","3","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
19211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2697,"un homme","1967","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","1","1","2","1","3","Entre une et deux heures","Oui, dont certains intégralement","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
667,"une femme","1965","France","Bac+5 (Master ou équivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Artisans, commerçants, chefs d'entreprise","par un article ou un blog sur Internet","J’ai lancé ma première société il y a plus d'un an","1","2","1","1","1","Entre une et deux heures","Oui, dont certains intégralement","3","5. Non, ce n’était pas un critère important","La qualité du MOOC en général (supports de cours, échanges,...)","Aucune difficulté rencontrée","Disponibles","discussion et lectures du groupe Facebook,échanges sur les fils de discussion de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"5","Moyen","De 1 à 2 heures","Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Très satisfaisante","5",NA,"TH","TH","Artisans, commerçants, chefs d'entreprise","Moins de deux heures"
14981,"un homme","1989","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Etudiants","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","3","5","5","1","3","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre deux et quatre heures"
7754,"une femme","1973","France","Bac+5 (Master ou équivalent)","Autre","Cadres et professions intellectuelles","autre","Je suis en train de créer mon entreprise (phase de démarrage)","2","5","5","1","1","Entre deux et quatre heures","Oui, dont certains intégralement","5","2. Oui, c’est un paramètre très important","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Très disponibles","échanges sur la messagerie privée de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"5","Moyen","De 1 à 2 heures","Oui\, j’ai soumis un projet en tant que Créateur","Très satisfaisante","2",NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
16586,"un homme","1989","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par mon milieu professionnel (collègue)","Je n'ai aucune expérience en création d'entreprise","2","3","2","2","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
16596,"un homme","1962","Haïti","Bac+3 (Licence ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","3","5","5","1","1","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","Cadres et professions intellectuelles","Entre deux et quatre heures"
19123,"un homme","1967","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise,J’ai un projet de création d’entreprise (phase de réflexion)","4","2","3","1","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3","4. Non, n’était pas le critère principal","La qualité du MOOC en général (supports de cours, échanges,...)","Aucune difficulté rencontrée","Disponibles","je n’ai pas échangé avec les autres participants","Oui, des membres de ma famille","S’encourager mutuellement à poursuivre le MOOC","4","Facile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","5",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
16734,"un homme","1968","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","3","1","1","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3","4. Non, n’était pas le critère principal","Le plaisir d’apprendre","Aucune difficulté rencontrée","Très disponibles","rencontres “physiques” (en face-à-face)","Oui, des amis","S’encourager mutuellement à poursuivre le MOOC","4","Facile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","3",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
14432,"un homme","1988","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Autre","En recherche d'emploi","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","2","3","3","4","1","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Entre deux et quatre heures"
11934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7965,"un homme","1979","France","Bac+3 (Licence ou équivalent)","Autre","Cadres et professions intellectuelles","autre","Je n'ai aucune expérience en création d'entreprise","1","5","2","1","3","Entre deux et quatre heures","Oui, dont certains intégralement","4","2. Oui, c’est un paramètre très important","La satisfaction personnelle d’être allé jusqu’au bout de la formation","Difficulté à trouver du temps","Très disponibles","échanges sur les fils de discussion de la plateforme,échanges sur la messagerie privée de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"5","Moyen","De 4 à 8 heures","Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Très satisfaisante","5",NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
14715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17314,"un homme","1967","Mali","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Employés","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise,J’ai un projet de création d’entreprise (phase de réflexion)","5","5","3","1","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5","1. Oui, décisif","La satisfaction personnelle d’être allé jusqu’au bout de la formation","Lenteur ou ruptures de la connexion Internet","Très disponibles","échanges sur les fils de discussion de la plateforme,échanges sur la messagerie privée de la plateforme","Oui, des collègues de travail","Regardé des vidéos ensemble,Fait les questionnaires/quizz ensemble,Entraide pour la réalisation des devoirs du certificat avancé,S’encourager mutuellement à poursuivre le MOOC","5","Moyen","De 4 à 8 heures","Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Très satisfaisante","5",NA,"B","B","Employés","Entre deux et quatre heures"
19382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19455,"un homme","1980","France","Bac+3 (Licence ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un ami ou une connaissance","Je suis en train de créer mon entreprise (phase de démarrage)","4","4","4","2","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","2. Oui, c’est un paramètre très important","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Oui, des membres de ma famille","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","4","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","4",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
15083,"une femme","1985","France","Bac ou équivalent","Mathématiques\, informatique","Employés","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","3","1","1","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Employés","Moins de deux heures"
12024,"un homme","1991","France","Bac+3 (Licence ou équivalent)","Sciences médicales","Etudiants","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","1","4","4","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","2. Oui, c’est un paramètre très important","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Difficulté à trouver du temps","Très disponibles","discussion et lectures du groupe Facebook,échanges sur la messagerie privée de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Facile","De 1 à 2 heures","Oui\, j’ai soumis un projet en tant que Créateur","Très satisfaisante","4",NA,"TH","TH","Etudiants","Moins de deux heures"
